,Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
20243,77254467,M,63,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,1/21/2016,1/23/2016,10/2/2015,5,1,0,0,1,0,0,0,0,0,1,20,134
20244,71957505,F,21,caucasian,Mid-School,<25K,North,City Hotel,2/25/2016,2/26/2016,9/19/2015,1,1,0,2,0,0,0,0,1,2,1,10,133
20245,90081346,M,25,Latino,Mid-School,50K -- 100K,North,City Hotel,5/4/2016,5/5/2016,12/17/2015,2,2,0,2,0,0,0,1,1,0,1,20,233
20246,97326103,M,49,Latino,College,25K --50K,North,City Hotel,10/13/2016,10/14/2016,9/17/2016,1,3,0,2,0,0,0,1,1,2,1,10,208
20247,18202133,M,68,Latino,College,50K -- 100K,East,Airport Hotels,2/17/2017,2/18/2017,11/3/2016,2,1,1,1,0,0,0,1,1,2,1,40,140
20248,95685793,F,45,caucasian,Mid-School,>100K,West,Resort,1/21/2016,1/24/2016,10/18/2015,2,1,0,2,0,0,0,1,1,2,1,5,186
20249,88530798,F,40,Asian American,College,50K -- 100K,South,City Hotel,1/22/2016,1/23/2016,12/10/2015,1,2,0,2,0,0,1,1,0,2,1,25,109
20250,93845222,F,33,African American,College,<25K,West,City Hotel,2/19/2016,2/23/2016,1/5/2016,1,1,0,0,1,0,0,0,0,1,1,40,152
20251,35835237,M,39,caucasian,College,25K --50K,North,City Hotel,3/18/2016,3/22/2016,9/15/2015,3,2,0,2,1,0,1,1,0,0,1,10,210
20252,32793927,F,21,Asian American,College,50K -- 100K,South,Airport Hotels,1/22/2016,1/26/2016,9/27/2015,1,2,0,2,0,0,1,1,1,2,1,15,198
20253,2571647,M,39,African American,Mid-School,25K --50K,South,Airport Hotels,1/22/2016,1/23/2016,11/18/2015,3,2,1,2,1,0,0,0,0,1,0,0,129
20254,52924421,F,20,Asian American,Mid-School,>100K,East,Airport Hotels,1/29/2016,1/31/2016,9/26/2015,2,3,0,1,0,0,0,0,1,0,0,0,219
20255,62988242,M,32,African American,College,>100K,West,Airport Hotels,1/22/2016,1/23/2016,6/17/2015,1,1,1,0,0,0,0,1,1,2,1,10,183
20256,55338800,F,69,African American,College,25K --50K,South,City Hotel,11/18/2016,11/20/2016,9/28/2016,5,3,0,1,0,0,0,2,0,2,1,5,157
20257,37840093,M,56,caucasian,Mid-School,<25K,South,Airport Hotels,1/27/2017,1/30/2017,1/21/2017,1,2,1,1,0,0,0,1,1,2,1,5,218
20258,92320246,F,32,African American,College,50K -- 100K,South,Resort,2/23/2017,2/25/2017,12/21/2016,2,1,0,0,0,0,0,1,1,0,1,20,190
20259,89216801,F,38,Latino,High-School,<25K,East,City Hotel,1/22/2016,1/23/2016,9/18/2015,5,2,0,1,0,0,0,0,1,1,1,30,240
20260,17856301,M,45,African American,Grad,50K -- 100K,East,Airport Hotels,1/22/2016,1/26/2016,8/30/2015,2,1,1,1,0,0,0,1,0,2,1,20,193
20261,5127367,M,38,African American,Mid-School,25K --50K,West,Resort,1/22/2016,1/25/2016,10/30/2015,2,2,0,0,1,0,0,1,0,2,0,0,222
20262,85550805,M,66,caucasian,College,25K --50K,East,Resort,1/22/2016,1/23/2016,10/19/2015,3,2,0,1,0,0,0,0,1,2,1,5,111
20263,97267362,F,37,African American,College,25K --50K,South,Airport Hotels,2/26/2016,2/27/2016,8/9/2015,5,2,0,1,0,0,0,1,1,2,1,15,143
20264,41437957,F,26,African American,College,25K --50K,East,Resort,1/13/2017,1/14/2017,12/12/2016,3,2,1,2,0,0,0,1,1,2,1,10,189
20265,39140298,F,43,African American,College,25K --50K,South,Airport Hotels,3/9/2017,3/11/2017,11/18/2016,5,3,0,2,0,0,1,1,1,1,0,0,204
20266,86693157,F,67,Latino,College,<25K,North,Resort,1/22/2016,1/25/2016,1/9/2016,3,2,0,0,0,0,0,1,1,2,1,5,218
20267,11938091,F,51,Latino,Grad,25K --50K,South,Resort,2/26/2016,2/27/2016,7/27/2015,1,1,1,0,0,0,0,1,1,0,1,5,216
20268,79151158,M,45,Asian American,Grad,>100K,South,City Hotel,1/13/2017,1/15/2017,8/3/2016,2,3,0,1,0,0,0,1,1,2,1,20,234
20269,20299496,F,55,Asian American,High-School,25K --50K,West,Airport Hotels,1/22/2016,1/24/2016,8/26/2015,1,2,0,1,0,0,1,2,1,2,1,25,231
20270,82803956,M,43,Latino,College,25K --50K,South,Resort,1/22/2016,1/23/2016,7/18/2015,4,2,0,0,0,0,1,1,1,2,0,0,119
20271,65030222,F,32,caucasian,College,<25K,South,Resort,1/22/2016,1/24/2016,1/24/2016,1,1,0,0,0,0,1,1,0,2,0,0,238
20272,55666410,M,34,Asian American,Grad,25K --50K,South,Airport Hotels,1/22/2016,1/23/2016,1/21/2016,2,3,0,0,0,0,1,1,1,0,0,0,230
20273,21911478,F,68,caucasian,College,50K -- 100K,South,Resort,1/22/2016,1/24/2016,9/3/2015,1,1,0,1,0,0,1,1,1,1,1,30,140
20274,90901543,F,25,Asian American,College,50K -- 100K,South,Airport Hotels,1/23/2016,1/24/2016,11/30/2015,1,1,0,2,0,0,2,1,1,1,0,0,119
20275,3355428,M,55,Asian American,College,25K --50K,East,City Hotel,1/23/2016,1/24/2016,7/30/2015,4,1,1,0,1,0,0,0,0,1,1,25,236
20276,43084616,M,64,Latino,College,50K -- 100K,West,Resort,1/23/2016,1/25/2016,12/28/2015,2,2,0,0,0,0,1,1,0,0,1,25,240
20277,86390012,M,44,Latino,College,<25K,East,Airport Hotels,11/27/2016,11/29/2016,5/30/2016,1,2,0,1,1,1,0,0,1,0,0,0,157
20278,74524753,M,40,Asian American,College,50K -- 100K,South,City Hotel,1/23/2016,1/25/2016,7/26/2015,1,2,0,2,1,1,0,0,1,0,1,10,222
20279,10847538,F,18,caucasian,College,50K -- 100K,South,Airport Hotels,1/23/2016,1/24/2016,1/11/2016,3,3,0,2,1,0,0,0,1,2,1,25,144
20280,65707663,F,18,Asian American,College,<25K,South,City Hotel,1/23/2016,1/24/2016,8/14/2015,4,1,1,1,0,0,0,2,1,0,1,25,152
20281,24008542,M,30,caucasian,High-School,<25K,East,Airport Hotels,1/23/2016,1/26/2016,12/9/2015,1,1,0,2,0,0,0,0,1,2,1,10,198
20282,79239967,M,60,Asian American,College,>100K,South,Resort,1/23/2016,1/27/2016,12/22/2015,2,1,0,0,0,0,0,1,1,2,0,0,168
20283,52966502,F,47,Latino,College,25K --50K,South,Resort,1/23/2016,1/27/2016,11/10/2015,1,1,0,2,1,1,2,1,1,0,0,0,127
20284,70443150,F,24,caucasian,High-School,>100K,North,Airport Hotels,1/23/2016,1/26/2016,10/18/2015,3,2,0,0,0,0,0,0,1,0,1,25,187
20285,55805880,F,46,caucasian,Mid-School,50K -- 100K,South,City Hotel,1/23/2016,1/26/2016,8/27/2015,2,3,0,2,1,1,0,0,1,0,0,0,182
20286,56799470,F,42,African American,College,>100K,South,City Hotel,1/23/2016,1/25/2016,9/18/2015,2,3,0,2,0,0,0,1,0,1,1,5,158
20287,18944563,F,20,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,1/23/2016,1/24/2016,12/22/2015,1,2,0,2,0,0,0,2,1,0,1,20,132
20288,83942593,F,19,caucasian,High-School,25K --50K,South,Resort,1/23/2016,1/27/2016,11/3/2015,4,1,1,1,0,0,2,0,1,1,1,40,226
20289,99697088,M,62,Latino,Grad,50K -- 100K,South,Resort,1/23/2016,1/24/2016,8/6/2015,1,1,0,2,0,0,2,1,1,2,1,15,132
20290,87107886,F,34,Asian American,College,50K -- 100K,East,Airport Hotels,1/23/2016,1/24/2016,8/6/2015,3,2,0,2,0,0,0,1,1,2,0,0,135
20291,32871878,F,47,caucasian,College,25K --50K,West,Airport Hotels,1/23/2016,1/24/2016,8/11/2015,1,1,1,0,0,0,0,0,1,2,1,25,241
20292,66857102,F,64,Asian American,College,25K --50K,East,Resort,1/24/2016,1/27/2016,10/25/2015,2,2,0,1,1,1,0,0,1,2,1,10,150
20293,752675,M,52,African American,College,25K --50K,North,Airport Hotels,1/24/2016,1/27/2016,12/29/2015,2,2,0,0,0,0,0,1,1,1,0,0,114
20294,24583078,M,24,African American,High-School,<25K,West,Airport Hotels,1/24/2016,1/26/2016,8/9/2015,1,3,0,1,0,0,0,1,1,2,1,15,161
20295,58149394,M,18,African American,College,50K -- 100K,West,Resort,1/24/2016,1/25/2016,1/23/2016,4,2,0,1,1,0,0,1,1,2,1,20,119
20296,96937557,M,48,Latino,High-School,50K -- 100K,North,Resort,1/24/2016,1/27/2016,7/7/2015,3,2,0,0,0,0,1,1,1,2,1,30,242
20297,67854828,M,40,Latino,Grad,50K -- 100K,South,Airport Hotels,1/24/2016,1/25/2016,8/11/2015,2,2,1,2,0,0,0,1,1,2,1,10,223
20298,76908679,M,36,caucasian,College,25K --50K,North,Resort,1/24/2016,1/25/2016,10/16/2015,2,2,2,2,0,0,0,1,1,1,1,25,119
20299,40550760,F,47,Latino,Mid-School,25K --50K,West,City Hotel,1/24/2016,1/25/2016,7/15/2015,4,1,0,0,1,1,0,2,1,1,1,5,179
20300,86565610,F,33,African American,College,25K --50K,South,Resort,1/24/2016,1/25/2016,1/19/2016,3,3,0,2,0,0,0,1,1,2,0,0,144
20301,6949887,M,66,Latino,High-School,25K --50K,North,City Hotel,1/24/2016,1/26/2016,11/15/2015,5,2,1,2,0,0,1,1,1,2,1,5,109
20302,49214530,M,18,caucasian,Grad,25K --50K,South,Resort,1/24/2016,1/25/2016,10/8/2015,1,3,0,0,0,0,1,1,1,2,1,10,220
20303,66090863,F,38,African American,Mid-School,>100K,South,City Hotel,1/24/2016,1/25/2016,10/4/2015,2,3,0,2,1,0,1,0,0,0,0,0,156
20304,44943057,M,20,African American,Mid-School,50K -- 100K,South,Resort,1/24/2016,1/26/2016,7/2/2015,3,1,0,0,1,0,1,0,1,2,1,15,240
20305,69424489,M,61,Asian American,Grad,50K -- 100K,North,Airport Hotels,1/24/2016,1/25/2016,8/24/2015,2,2,1,2,0,0,0,1,1,1,0,0,116
20306,59734908,F,18,caucasian,High-School,>100K,North,Airport Hotels,1/24/2016,1/26/2016,10/1/2015,5,2,1,2,1,0,0,0,0,2,0,0,179
20307,63796354,M,62,African American,Mid-School,25K --50K,South,Resort,1/24/2016,1/25/2016,1/7/2016,1,1,1,2,0,0,1,1,1,0,1,30,223
20308,29277694,F,44,Asian American,Grad,50K -- 100K,East,City Hotel,1/24/2016,1/28/2016,12/13/2015,3,1,0,0,0,0,1,0,1,2,1,25,166
20309,61071633,M,33,African American,Grad,<25K,East,Airport Hotels,1/24/2016,1/25/2016,12/27/2015,5,1,0,0,0,0,1,0,1,2,0,0,224
20310,12832767,F,63,Asian American,Grad,<25K,South,Resort,1/24/2016,1/28/2016,1/13/2016,3,2,0,2,1,1,0,1,1,0,0,0,121
20311,77193743,F,55,African American,Grad,>100K,South,Airport Hotels,1/24/2016,1/25/2016,7/9/2015,1,1,0,1,0,0,1,0,0,2,0,0,107
20312,25584211,M,31,Asian American,Mid-School,25K --50K,East,Resort,1/24/2016,1/25/2016,10/22/2015,2,2,0,2,0,0,0,1,0,2,1,20,194
20313,13421894,M,55,caucasian,Mid-School,<25K,North,Airport Hotels,1/24/2016,1/26/2016,9/5/2015,2,1,0,2,1,0,1,1,1,1,1,10,194
20314,88896440,F,29,caucasian,Mid-School,50K -- 100K,South,City Hotel,1/24/2016,1/25/2016,12/16/2015,2,3,0,1,1,1,0,1,0,1,1,10,228
20315,66457804,M,70,caucasian,Mid-School,>100K,South,Airport Hotels,1/24/2016,1/28/2016,7/29/2015,2,2,1,1,0,0,1,1,1,2,1,5,221
20316,56727210,M,45,Latino,College,25K --50K,West,Resort,1/24/2016,1/26/2016,7/12/2015,1,1,0,1,0,0,1,0,1,2,0,0,177
20317,52458098,M,59,Asian American,Mid-School,25K --50K,South,Airport Hotels,1/24/2016,1/25/2016,10/17/2015,2,1,0,1,0,0,1,0,1,2,0,0,123
20318,9035471,M,32,African American,College,>100K,East,City Hotel,1/24/2016,1/26/2016,11/11/2015,3,1,0,1,1,0,1,0,1,2,1,15,226
20319,47842512,M,50,Latino,College,25K --50K,East,Airport Hotels,1/24/2016,1/26/2016,10/1/2015,2,1,2,1,0,0,0,1,0,2,1,10,189
20320,80076165,F,52,Latino,College,<25K,West,Resort,1/24/2016,1/25/2016,1/12/2016,2,1,0,1,1,1,0,0,1,0,0,0,140
20321,64910304,F,57,African American,Mid-School,<25K,South,City Hotel,2/9/2016,2/10/2016,8/7/2015,1,1,1,2,1,1,1,2,0,1,1,10,165
20322,18566945,M,66,Latino,High-School,<25K,North,Resort,5/11/2017,5/14/2017,11/20/2016,3,2,0,1,0,0,1,0,1,1,1,30,174
20323,51606029,M,60,Asian American,College,50K -- 100K,South,City Hotel,1/24/2016,1/25/2016,11/23/2015,2,3,0,0,0,0,0,2,1,0,1,20,208
20324,64098047,F,18,caucasian,College,25K --50K,West,City Hotel,1/24/2016,1/25/2016,6/28/2015,3,2,2,0,1,0,0,1,1,2,1,20,154
20325,2315918,F,41,African American,Mid-School,25K --50K,South,Airport Hotels,1/24/2016,1/26/2016,11/9/2015,3,3,0,0,0,0,0,1,0,2,1,15,178
20326,19476220,M,51,Asian American,Grad,50K -- 100K,West,Resort,1/24/2016,1/25/2016,11/29/2015,3,2,2,0,0,0,1,1,0,2,1,15,224
20327,47400939,M,31,Latino,High-School,<25K,South,City Hotel,1/24/2016,1/28/2016,7/1/2015,2,1,1,1,1,0,1,1,0,2,1,10,159
20328,30191969,F,24,Latino,High-School,50K -- 100K,North,Airport Hotels,1/24/2016,1/28/2016,1/3/2016,1,2,0,1,0,0,2,1,1,2,0,0,185
20329,37645407,M,36,Latino,Grad,50K -- 100K,West,City Hotel,1/24/2016,1/26/2016,11/1/2015,2,2,2,0,0,0,0,0,1,2,1,5,112
20330,24879589,F,53,African American,Mid-School,25K --50K,South,Airport Hotels,1/24/2016,1/25/2016,10/21/2015,1,3,0,2,0,0,1,2,1,2,0,0,181
20331,44771586,F,18,Latino,College,>100K,West,Airport Hotels,1/24/2016,1/26/2016,7/7/2015,3,2,1,2,0,0,0,1,1,2,1,5,199
20332,72356076,M,20,Latino,Mid-School,<25K,South,Resort,1/24/2016,1/27/2016,8/24/2015,2,1,0,2,1,0,1,1,1,0,1,40,165
20333,10719591,F,56,Latino,Mid-School,50K -- 100K,South,City Hotel,1/24/2016,1/25/2016,9/7/2015,2,1,1,0,0,0,0,0,0,2,1,5,138
20334,24878230,M,44,Latino,Mid-School,>100K,North,Resort,1/24/2016,1/27/2016,1/5/2016,3,2,0,1,1,0,0,0,1,0,1,10,147
20335,64635414,M,48,Latino,Mid-School,<25K,South,Resort,1/24/2016,1/25/2016,12/16/2015,2,3,1,2,0,0,0,1,0,0,1,5,196
20336,83700603,F,54,caucasian,Mid-School,<25K,East,City Hotel,1/25/2016,1/26/2016,10/8/2015,1,2,0,0,0,0,1,2,1,1,1,5,202
20337,73630361,M,48,caucasian,Grad,50K -- 100K,East,Airport Hotels,1/25/2016,1/26/2016,6/29/2015,5,1,1,1,1,1,1,1,1,1,1,15,137
20338,11120932,M,31,African American,Grad,50K -- 100K,North,Resort,1/25/2016,1/29/2016,6/28/2015,2,1,1,2,0,0,1,1,1,2,1,5,117
20339,72835063,F,34,Asian American,College,25K --50K,East,City Hotel,1/25/2016,1/26/2016,8/30/2015,2,1,0,1,1,0,0,2,0,0,1,25,139
20340,75482597,M,65,Latino,High-School,>100K,East,Resort,1/25/2016,1/27/2016,8/21/2015,2,2,1,0,0,0,2,1,1,0,1,20,191
20341,30381526,F,47,Asian American,Grad,50K -- 100K,South,City Hotel,1/25/2016,1/29/2016,8/2/2015,2,1,1,0,1,1,0,0,1,2,1,40,189
20342,48691006,F,29,Asian American,College,<25K,South,Resort,1/25/2016,1/26/2016,12/7/2015,1,1,0,2,0,0,0,1,0,2,1,5,234
20343,18790886,M,20,caucasian,College,>100K,East,Resort,1/25/2016,1/26/2016,7/29/2015,4,1,1,2,1,0,1,1,1,2,0,0,115
20344,13716181,M,47,caucasian,Grad,25K --50K,North,Resort,1/27/2016,1/29/2016,8/22/2015,2,3,0,2,0,0,1,1,0,1,1,5,228
20345,61525170,M,44,Asian American,High-School,>100K,South,City Hotel,1/25/2016,1/27/2016,10/5/2015,2,1,0,0,0,0,1,0,0,0,1,25,122
20346,4794369,M,39,Asian American,College,25K --50K,South,Airport Hotels,1/25/2016,1/27/2016,12/24/2015,2,1,0,2,0,0,0,1,1,2,1,5,250
20347,56165697,M,41,caucasian,College,50K -- 100K,East,Resort,1/25/2016,1/29/2016,10/25/2015,3,1,0,1,1,0,0,1,1,2,0,0,195
20348,31907502,F,27,Latino,High-School,>100K,South,City Hotel,1/26/2016,1/29/2016,11/10/2015,1,3,0,2,0,0,0,0,0,0,0,0,110
20349,70514501,M,37,African American,Grad,50K -- 100K,South,Airport Hotels,1/26/2016,1/27/2016,8/10/2015,2,2,0,0,0,0,2,2,0,2,0,0,177
20350,96872716,M,54,Latino,College,25K --50K,North,City Hotel,2/18/2016,2/20/2016,9/29/2015,4,2,0,0,0,0,1,1,1,2,1,20,126
20351,111020,F,38,caucasian,High-School,>100K,West,Resort,11/24/2016,11/26/2016,6/23/2016,2,2,0,1,0,0,0,1,1,2,1,10,241
20352,8914414,F,21,caucasian,College,50K -- 100K,South,Airport Hotels,2/16/2017,2/18/2017,12/10/2016,3,2,1,2,0,0,1,1,1,1,1,25,168
20353,52044506,M,66,Asian American,College,50K -- 100K,East,Airport Hotels,1/26/2016,1/27/2016,8/26/2015,3,2,0,1,0,0,0,1,1,0,1,5,104
20354,94009867,M,52,African American,College,50K -- 100K,East,City Hotel,1/26/2016,1/27/2016,12/30/2015,2,3,1,0,0,0,0,0,1,2,1,5,144
20355,36723482,F,48,Latino,Grad,25K --50K,South,City Hotel,1/26/2016,1/27/2016,7/26/2015,3,1,0,1,0,0,0,1,1,2,1,10,135
20356,38518912,M,39,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,1/13/2017,1/15/2017,8/26/2016,2,3,1,2,0,0,1,0,0,0,0,0,234
20357,29588376,M,51,Latino,College,50K -- 100K,South,Resort,3/16/2017,3/17/2017,2/14/2017,4,3,0,1,0,0,2,1,0,0,1,20,156
20358,72934060,M,26,Latino,College,50K -- 100K,North,Resort,5/30/2017,5/31/2017,1/29/2017,2,1,1,2,0,0,0,1,0,2,1,25,170
20359,49011116,F,43,Asian American,Grad,<25K,East,Resort,7/20/2017,7/21/2017,6/7/2017,2,3,0,1,0,0,0,0,1,2,0,0,139
20360,43845933,F,37,caucasian,Grad,25K --50K,South,City Hotel,1/26/2016,1/29/2016,7/16/2015,2,1,0,1,0,0,0,0,0,0,1,5,190
20361,50062273,F,30,Asian American,College,50K -- 100K,South,Airport Hotels,1/26/2016,1/29/2016,7/25/2015,1,1,0,0,1,0,2,2,0,2,1,20,119
20362,63720381,F,46,Latino,College,>100K,West,Resort,1/26/2016,1/30/2016,7/2/2015,2,2,0,2,0,0,1,0,1,0,1,5,143
20363,85760486,F,66,caucasian,College,25K --50K,South,City Hotel,1/26/2016,1/29/2016,1/22/2016,3,2,0,1,1,0,0,1,1,2,1,15,160
20364,24339768,M,58,Asian American,College,25K --50K,North,Resort,1/26/2016,1/28/2016,10/21/2015,2,2,0,0,0,0,0,1,1,1,1,40,103
20365,5574909,F,54,African American,Mid-School,25K --50K,South,Airport Hotels,1/26/2016,1/29/2016,12/14/2015,1,2,0,1,1,1,0,1,1,2,1,25,191
20366,20778029,M,43,Asian American,Mid-School,<25K,West,Resort,1/26/2016,1/30/2016,7/25/2015,2,1,2,2,0,0,0,0,1,2,1,30,231
20367,16026915,F,46,African American,Grad,50K -- 100K,South,City Hotel,1/26/2016,1/29/2016,7/24/2015,1,1,0,1,1,1,0,1,0,0,1,20,237
20368,4754043,F,35,Latino,Grad,50K -- 100K,South,City Hotel,1/27/2016,1/29/2016,8/12/2015,2,3,2,1,0,0,0,1,1,2,1,10,126
20369,9640527,F,27,Asian American,High-School,25K --50K,West,Resort,1/27/2016,1/28/2016,11/12/2015,1,2,0,0,0,0,1,1,1,2,1,10,126
20370,40601413,F,34,Asian American,High-School,50K -- 100K,South,City Hotel,1/27/2016,1/29/2016,12/15/2015,1,3,0,2,0,0,0,1,1,2,1,25,192
20371,1747259,F,20,Asian American,Grad,50K -- 100K,South,Airport Hotels,2/1/2017,2/4/2017,9/26/2016,1,2,0,0,0,0,0,0,1,1,1,20,215
20372,12091147,M,42,Asian American,College,25K --50K,South,City Hotel,1/27/2016,1/28/2016,7/22/2015,2,1,0,0,1,0,0,0,1,0,1,25,192
20373,18839926,M,48,caucasian,High-School,<25K,West,City Hotel,1/27/2016,1/30/2016,1/18/2016,1,1,0,1,0,0,0,0,1,2,0,0,107
20374,34199084,F,37,caucasian,High-School,25K --50K,North,Resort,1/27/2016,1/28/2016,12/29/2015,2,2,1,1,0,0,1,2,0,2,0,0,215
20375,77931437,F,64,Asian American,College,<25K,North,Resort,1/27/2016,1/28/2016,1/1/2016,5,2,1,1,0,0,0,1,1,1,0,0,238
20376,18651532,F,45,Latino,Mid-School,<25K,East,City Hotel,1/27/2016,1/29/2016,11/8/2015,2,1,0,0,1,0,0,0,1,1,0,0,218
20377,6996850,F,63,Latino,College,>100K,North,City Hotel,1/27/2016,1/30/2016,11/28/2015,5,1,0,1,0,0,1,2,1,2,0,0,174
20378,64322808,F,28,African American,Mid-School,50K -- 100K,North,Airport Hotels,3/8/2016,3/10/2016,11/9/2015,1,2,0,0,0,0,0,0,1,1,1,10,226
20379,29653276,M,57,caucasian,Mid-School,>100K,South,City Hotel,1/27/2016,1/28/2016,9/5/2015,1,2,1,1,0,0,0,1,1,2,1,20,127
20380,11595522,F,45,Asian American,College,50K -- 100K,West,Airport Hotels,1/27/2016,1/29/2016,12/25/2015,5,1,1,0,1,0,0,1,0,2,1,25,230
20381,64305501,F,53,caucasian,College,>100K,West,Airport Hotels,12/14/2016,12/15/2016,8/11/2016,2,2,0,2,0,0,0,0,1,1,1,30,122
20382,77481964,M,61,caucasian,Mid-School,>100K,East,Resort,1/27/2016,1/29/2016,7/20/2015,2,1,0,1,0,0,0,1,1,0,1,20,171
20383,94955952,F,30,caucasian,College,>100K,South,Resort,1/27/2016,1/28/2016,11/10/2015,2,2,0,0,1,1,2,2,1,0,1,20,116
20384,73023741,F,21,caucasian,Grad,25K --50K,South,City Hotel,1/29/2016,1/31/2016,8/6/2015,5,1,1,2,0,0,0,1,1,2,1,20,202
20385,1532800,M,64,caucasian,Mid-School,25K --50K,East,City Hotel,1/27/2016,1/28/2016,6/20/2015,3,1,1,1,0,0,0,0,1,1,1,20,114
20386,26094874,M,41,caucasian,College,25K --50K,North,Resort,1/27/2016,1/28/2016,9/1/2015,1,2,0,0,1,1,0,1,1,2,1,5,131
20387,1415150,M,43,Latino,Mid-School,50K -- 100K,North,Airport Hotels,1/27/2016,1/29/2016,11/15/2015,5,1,0,1,0,0,0,2,0,1,1,20,119
20388,48803345,F,45,caucasian,College,<25K,West,Resort,1/27/2016,1/28/2016,9/1/2015,2,1,0,0,1,0,0,0,1,1,1,10,198
20389,15485868,M,26,Asian American,High-School,25K --50K,South,City Hotel,1/27/2016,1/28/2016,9/28/2015,2,1,0,1,0,0,0,0,1,1,0,0,162
20390,73495914,M,57,Latino,College,25K --50K,North,City Hotel,1/27/2016,1/28/2016,7/20/2015,2,1,0,1,0,0,0,1,1,2,1,40,197
20391,33012982,F,24,African American,High-School,>100K,North,City Hotel,1/27/2016,1/31/2016,12/12/2015,4,2,0,2,1,0,0,1,1,0,0,0,152
20392,51689632,F,59,Latino,High-School,<25K,South,Resort,1/27/2016,1/31/2016,12/20/2015,4,2,0,1,0,0,0,0,1,0,1,10,197
20393,35084542,M,30,Latino,Mid-School,<25K,North,Resort,1/27/2016,1/28/2016,6/19/2015,2,1,0,1,0,0,0,2,1,0,1,10,179
20394,91662437,F,46,caucasian,High-School,<25K,West,Resort,1/27/2016,1/31/2016,11/10/2015,2,3,0,1,1,0,0,1,1,2,1,40,202
20395,43464167,F,37,Asian American,College,25K --50K,East,Resort,1/27/2016,1/30/2016,9/27/2015,1,1,2,2,0,0,0,1,0,2,1,25,180
20396,88104509,F,58,African American,Grad,<25K,East,Airport Hotels,1/27/2016,1/28/2016,10/29/2015,2,3,1,2,0,0,1,2,0,0,1,20,216
20397,24188638,F,50,African American,College,25K --50K,East,Resort,1/28/2016,1/29/2016,8/19/2015,2,2,0,2,0,0,0,2,1,0,0,0,241
20398,3339183,F,55,caucasian,College,25K --50K,South,City Hotel,1/28/2016,1/30/2016,12/13/2015,4,1,0,1,0,0,0,1,0,2,0,0,238
20399,64225096,M,62,Latino,High-School,>100K,South,City Hotel,1/28/2016,1/29/2016,12/21/2015,2,1,1,1,0,0,0,0,1,1,1,5,188
20400,96740196,M,53,Latino,College,25K --50K,West,Airport Hotels,1/28/2016,1/31/2016,12/20/2015,3,1,0,2,0,0,1,2,0,2,1,40,146
20401,74448879,F,32,Asian American,Grad,25K --50K,South,City Hotel,1/28/2016,1/29/2016,9/17/2015,1,1,0,0,0,0,0,2,0,2,0,0,122
20402,406976,F,18,caucasian,Grad,25K --50K,East,City Hotel,4/8/2016,4/11/2016,11/7/2015,2,2,0,1,0,0,1,0,0,2,1,20,248
20403,18569080,F,37,Asian American,High-School,50K -- 100K,South,Airport Hotels,11/11/2016,11/12/2016,7/6/2016,1,2,0,0,0,0,2,1,1,2,0,0,117
20404,87065052,F,53,African American,College,50K -- 100K,East,Resort,12/7/2016,12/9/2016,9/19/2016,3,3,0,1,0,0,0,1,1,0,0,0,201
20405,15104517,M,59,Latino,College,<25K,East,Airport Hotels,1/28/2016,1/30/2016,10/22/2015,4,1,0,1,1,0,0,0,0,0,1,30,112
20406,99705069,F,24,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,1/28/2016,1/31/2016,6/26/2015,2,1,0,1,1,0,0,1,1,2,1,10,139
20407,69912285,F,52,Latino,College,25K --50K,South,Resort,1/28/2016,1/30/2016,9/16/2015,2,1,0,0,1,1,1,1,0,0,1,25,165
20408,3389121,F,36,African American,College,50K -- 100K,South,City Hotel,1/28/2016,1/31/2016,8/31/2015,2,3,0,0,0,0,0,1,1,2,1,5,183
20409,62741942,M,37,Latino,College,50K -- 100K,West,Airport Hotels,1/28/2016,1/30/2016,8/23/2015,2,2,0,2,0,0,0,1,1,2,1,25,216
20410,67356930,M,66,Latino,Grad,>100K,South,City Hotel,1/28/2016,1/29/2016,6/28/2015,5,2,0,1,0,0,0,2,1,2,0,0,164
20411,23295485,F,52,African American,College,25K --50K,South,Airport Hotels,1/28/2016,1/29/2016,10/4/2015,2,2,0,0,0,0,0,0,1,0,1,40,202
20412,80164801,F,25,caucasian,College,25K --50K,East,City Hotel,1/29/2016,1/30/2016,9/11/2015,3,2,0,0,0,0,1,0,1,1,1,5,154
20413,45270497,M,59,Latino,High-School,<25K,West,Resort,1/29/2016,1/31/2016,9/8/2015,1,1,1,1,1,0,0,0,1,1,0,0,182
20414,40494029,M,44,Asian American,High-School,50K -- 100K,East,City Hotel,1/29/2016,1/31/2016,1/13/2016,1,1,0,1,0,0,0,0,1,2,1,25,240
20415,70826732,F,51,African American,Mid-School,25K --50K,South,Airport Hotels,1/29/2016,1/30/2016,10/19/2015,2,3,0,0,0,0,0,2,1,2,1,40,133
