,Unnamed: 0,Unnamed: 0.1,Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,No_of_Expected_Days_to_stay,Checking_Month,no_of_days_from_booking_to_ckeckin,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
24015,24015,24015,9563590,1,55,1,1,3,3,3,1,5,189,3,1,0,0,0,0,1,0,1,2,1,10,161
24016,24016,24016,73747990,1,54,2,1,1,3,1,1,5,57,4,2,1,2,0,0,0,1,1,2,0,0,232
24017,24017,24017,67771935,2,21,3,2,3,4,3,4,5,133,3,2,0,2,1,1,1,2,0,2,1,15,134
24018,24018,24018,4391671,1,20,4,4,2,3,1,3,5,170,2,2,0,0,1,0,1,1,0,1,1,10,212
24019,24019,24019,19079827,1,42,4,1,2,4,2,2,5,102,2,1,1,0,0,0,0,1,0,2,1,30,136
24020,24020,24020,81603472,1,37,3,2,4,3,1,1,5,105,2,1,0,1,1,0,0,0,1,2,1,5,118
24021,24021,24021,92866801,1,57,3,1,2,4,3,4,5,116,3,2,0,0,0,0,0,1,1,2,0,0,215
24022,24022,24022,20495949,2,29,2,2,1,3,3,2,5,83,2,3,0,1,0,0,2,0,0,2,1,20,171
24023,24023,24023,3038338,1,22,1,4,1,4,3,1,5,128,1,1,0,1,0,0,0,1,0,2,1,20,183
24024,24024,24024,28751616,2,57,3,1,2,1,1,3,5,-2,2,1,0,0,1,1,0,2,1,0,1,10,198
24025,24025,24025,43368902,2,56,2,2,3,4,2,1,5,197,1,1,0,1,0,0,0,1,1,2,0,0,134
24026,24026,24026,25504290,2,18,4,4,2,3,3,2,5,125,2,2,0,2,1,0,2,0,1,2,1,10,136
24027,24027,24027,25470983,1,23,3,2,1,2,3,3,5,125,1,1,0,2,1,0,0,0,0,0,1,40,202
24028,24028,24028,86477870,1,61,3,2,2,3,1,1,5,121,1,1,0,2,0,0,1,2,1,0,1,5,250
24029,24029,24029,6389896,2,58,1,1,3,3,1,3,5,101,4,3,0,0,1,0,0,1,1,2,1,40,184
24030,24030,24030,68979858,1,62,2,1,4,4,1,1,5,172,2,2,1,2,0,0,0,2,0,2,0,0,170
24031,24031,24031,62319839,2,45,2,1,1,3,1,2,5,181,1,3,0,0,0,0,0,1,1,2,0,0,155
24032,24032,24032,63763205,1,63,2,2,2,1,2,1,5,39,2,3,1,0,1,0,0,2,1,2,1,5,238
24033,24033,24033,64577054,2,49,2,1,1,4,1,1,5,26,1,3,0,0,1,0,0,1,0,2,1,5,230
24034,24034,24034,73019723,2,52,3,1,3,4,2,2,5,146,2,2,1,0,1,0,0,0,1,2,0,0,202
24035,24035,24035,55653150,2,46,3,1,3,3,3,1,5,35,1,2,0,1,0,0,0,2,1,2,1,10,146
24036,24036,24036,4973845,1,66,1,1,2,3,3,2,5,136,2,3,0,1,0,0,0,0,1,1,1,20,173
24037,24037,24037,67425510,1,49,1,4,4,3,2,2,5,149,2,3,0,0,0,0,0,1,1,0,1,40,118
24038,24038,24038,54891446,1,50,4,1,2,2,1,1,5,177,5,3,0,1,1,1,0,0,0,0,1,5,123
24039,24039,24039,96460621,1,19,1,3,4,3,3,1,5,11,5,2,0,2,0,0,0,1,1,2,1,15,187
24040,24040,24040,15415724,2,70,3,3,2,3,1,3,5,190,2,3,1,0,0,0,2,0,0,2,0,0,158
24041,24041,24041,66289522,1,60,1,3,1,3,2,2,5,40,5,3,1,2,0,0,0,2,1,2,1,25,217
24042,24042,24042,95500012,1,35,3,4,3,3,3,3,5,154,2,1,0,1,1,1,1,1,1,1,1,20,209
24043,24043,24043,58279316,2,26,3,3,1,3,3,1,5,99,4,1,0,0,0,0,1,0,1,0,1,10,138
24044,24044,24044,80033849,1,59,1,4,1,2,1,1,5,24,1,1,0,2,1,0,0,2,0,2,1,40,181
24045,24045,24045,13579363,2,23,3,1,4,1,3,1,5,140,1,1,2,1,0,0,0,2,1,2,1,25,100
24046,24046,24046,14542458,1,67,4,4,2,4,2,4,5,88,2,1,1,2,1,1,1,0,0,2,0,0,179
24047,24047,24047,50227195,1,51,2,1,2,3,3,1,5,98,2,1,0,0,1,0,0,1,1,0,1,20,123
24048,24048,24048,43571282,1,51,4,1,3,1,2,1,5,221,2,1,0,0,0,0,0,1,0,0,1,40,244
24049,24049,24049,23631988,2,50,2,2,4,2,1,4,5,79,3,1,0,0,1,1,0,1,0,2,1,20,112
24050,24050,24050,8337350,2,58,3,3,4,4,1,2,5,135,2,1,0,2,0,0,1,1,1,2,0,0,220
24051,24051,24051,86400141,2,55,2,4,2,2,3,1,5,200,2,1,0,0,0,0,0,1,1,2,1,15,182
24052,24052,24052,4531631,2,63,1,3,4,4,3,2,5,218,2,1,2,1,0,0,0,2,1,0,1,25,164
24053,24053,24053,50562515,1,49,1,4,2,1,3,1,5,64,5,1,0,0,0,0,1,1,1,2,1,25,180
24054,24054,24054,54530971,2,68,3,2,4,1,2,1,5,82,2,2,0,0,0,0,1,1,1,2,1,10,219
24055,24055,24055,24092141,1,67,3,1,3,4,1,2,5,36,2,2,0,0,0,0,2,1,0,2,1,10,190
24056,24056,24056,98509249,2,48,2,3,1,3,1,2,5,17,2,1,0,1,0,0,0,2,1,2,1,10,128
24057,24057,24057,94273258,2,39,1,4,4,3,1,1,5,35,1,3,0,2,0,0,0,1,1,0,0,0,113
24058,24058,24058,78030345,2,38,1,1,2,4,2,2,5,200,1,2,0,1,0,0,0,1,1,2,1,20,110
24059,24059,24059,86319425,1,26,2,3,1,2,2,4,5,66,1,1,1,1,0,0,0,2,1,2,1,10,247
24060,24060,24060,3025700,2,27,4,3,3,1,1,1,5,219,1,2,1,2,0,0,0,2,1,1,1,10,128
24061,24061,24061,30426919,2,38,2,2,1,2,1,2,10,55,2,2,0,1,0,0,2,1,1,2,1,10,200
24062,24062,24062,22522518,1,34,3,2,1,4,3,1,5,158,5,3,0,2,0,0,1,2,1,2,1,40,137
24063,24063,24063,27252986,2,25,2,1,4,3,3,2,5,110,3,1,0,0,0,0,1,0,1,1,1,5,118
24064,24064,24064,92065606,2,70,3,4,1,3,1,1,5,184,2,1,0,0,0,0,1,1,1,1,1,25,157
24065,24065,24065,11896272,2,31,3,3,2,2,2,4,5,19,3,3,0,0,0,0,1,1,0,2,0,0,168
24066,24066,24066,47778028,1,68,2,2,1,2,2,3,5,137,1,2,0,0,0,0,0,0,1,2,1,10,180
24067,24067,24067,48976203,1,46,1,1,3,3,3,2,5,182,2,2,0,1,1,1,0,1,1,2,0,0,132
24068,24068,24068,62785402,1,23,3,1,1,4,1,1,5,96,2,1,1,1,1,0,0,1,1,0,1,30,239
24069,24069,24069,40173148,1,44,4,1,4,1,2,1,5,133,3,1,0,1,0,0,0,0,0,1,1,5,220
24070,24070,24070,6260058,2,62,1,1,1,2,2,1,5,106,4,1,1,0,0,0,0,0,1,1,1,10,112
24071,24071,24071,39754631,1,37,2,1,3,2,2,1,5,112,2,2,0,1,0,0,1,1,1,2,1,20,176
24072,24072,24072,14970388,2,52,2,4,2,3,3,2,5,102,3,1,0,1,0,0,1,1,0,0,1,15,249
24073,24073,24073,55546666,1,39,4,4,4,3,1,3,5,29,1,3,1,1,1,1,0,1,1,2,1,10,231
24074,24074,24074,80543770,1,68,1,1,2,3,1,3,5,142,2,2,1,2,1,1,1,2,1,2,0,0,214
24075,24075,24075,53581933,2,47,3,1,2,1,3,2,5,191,1,2,0,0,0,0,0,0,1,0,0,0,185
24076,24076,24076,6600650,1,43,1,2,3,2,1,1,5,218,3,3,0,2,0,0,0,0,1,0,1,25,247
24077,24077,24077,64975718,2,65,2,3,1,3,1,1,5,204,3,3,0,0,1,1,2,1,1,1,1,15,191
24078,24078,24078,57224609,2,26,1,3,4,2,3,3,5,132,2,1,0,0,1,0,1,1,0,2,1,20,235
24079,24079,24079,8840246,2,22,1,4,1,3,3,2,5,168,1,2,0,2,0,0,0,1,0,2,1,5,174
24080,24080,24080,26797607,2,36,4,1,3,4,1,1,5,217,2,1,0,2,0,0,2,2,1,0,0,0,189
24081,24081,24081,27950514,1,20,3,2,1,3,2,1,5,32,1,3,1,1,0,0,0,1,1,0,0,0,221
24082,24082,24082,29007617,2,25,3,4,3,1,1,1,5,189,1,1,0,0,1,1,2,1,1,2,0,0,200
24083,24083,24083,3840922,2,33,1,4,1,1,2,4,5,80,2,2,0,1,0,0,2,1,1,1,1,20,189
24084,24084,24084,15808754,2,20,1,4,3,3,2,1,5,110,2,1,0,1,0,0,0,2,0,2,1,15,233
24085,24085,24085,69401385,1,61,2,2,1,3,3,1,5,47,2,3,0,2,1,0,0,0,0,1,1,20,182
24086,24086,24086,57691293,1,22,3,2,4,3,2,1,7,68,2,1,1,2,0,0,0,1,1,2,1,10,239
24087,24087,24087,58273730,1,65,1,4,3,2,2,1,3,77,3,1,1,2,0,0,1,1,1,0,1,5,214
24088,24088,24088,49613985,2,70,3,1,3,1,2,4,5,2,1,3,1,2,0,0,0,1,1,2,0,0,147
24089,24089,24089,19655191,2,42,4,3,3,3,2,2,5,69,1,1,0,1,0,0,0,1,1,2,1,15,122
24090,24090,24090,79785716,1,63,4,1,3,3,3,1,5,145,2,2,1,0,0,0,0,2,0,2,1,10,118
24091,24091,24091,71442660,1,44,3,1,1,1,1,1,5,221,2,2,1,2,0,0,0,1,1,2,1,40,206
24092,24092,24092,22528376,1,61,2,1,2,3,3,1,5,71,1,3,0,1,0,0,0,1,0,2,1,25,171
24093,24093,24093,69504547,2,54,2,4,3,2,1,3,5,27,5,3,0,1,0,0,1,1,1,2,1,30,134
24094,24094,24094,67378115,1,68,2,4,3,2,2,3,5,93,2,1,0,0,0,0,1,0,1,2,1,15,162
24095,24095,24095,76883091,2,31,3,1,1,2,3,1,5,36,1,2,0,2,0,0,0,1,0,0,0,0,233
24096,24096,24096,19275772,2,52,3,4,1,3,2,4,5,214,2,1,0,2,1,0,0,1,1,2,1,10,201
24097,24097,24097,83802027,2,65,1,2,2,3,2,2,5,202,3,3,2,0,0,0,2,1,1,1,1,20,174
24098,24098,24098,62691204,1,37,3,4,2,1,1,2,5,137,2,1,2,1,0,0,0,1,1,0,1,5,148
24099,24099,24099,65356311,2,66,1,2,2,3,1,1,5,23,2,3,0,2,0,0,0,0,1,1,1,5,221
24100,24100,24100,26777291,2,25,1,1,3,3,2,1,5,51,2,1,1,2,0,0,0,0,0,2,1,10,175
24101,24101,24101,64620996,1,66,1,1,2,2,1,2,5,77,1,2,0,2,0,0,0,1,1,2,1,5,221
24102,24102,24102,74211479,2,43,1,1,2,4,2,1,5,1,2,2,1,1,1,0,0,1,1,0,1,10,247
24103,24103,24103,13735134,1,36,3,4,1,3,1,1,5,185,5,1,1,1,1,0,0,1,1,1,1,10,209
24104,24104,24104,3452892,1,58,1,3,3,3,2,1,5,10,1,1,2,1,1,1,0,2,1,1,1,30,153
24105,24105,24105,76290570,1,36,4,1,3,2,1,2,5,12,2,1,0,1,1,0,0,0,1,0,1,10,203
24106,24106,24106,81529333,1,61,1,1,1,1,1,1,5,105,4,1,0,2,1,0,0,0,1,2,1,10,242
24107,24107,24107,13983013,2,52,2,1,2,4,3,1,5,49,2,1,0,1,0,0,1,0,0,2,1,5,157
24108,24108,24108,3416968,1,68,3,1,4,1,1,3,5,38,1,2,0,2,1,1,0,1,0,0,1,10,107
24109,24109,24109,98725218,2,29,4,2,1,2,1,3,5,72,2,1,0,1,0,0,0,2,1,0,0,0,175
24110,24110,24110,17265498,2,39,1,4,3,2,3,4,5,92,3,1,0,1,0,0,2,0,0,2,1,25,173
24111,24111,24111,34867371,1,58,2,2,1,3,1,2,5,1,3,2,1,2,0,0,0,0,1,2,0,0,217
24112,24112,24112,66515802,2,38,1,1,2,1,2,2,5,169,1,2,1,0,0,0,0,0,0,2,0,0,207
24113,24113,24113,51875816,2,40,4,4,3,4,2,1,5,57,2,1,0,0,1,0,1,1,0,2,1,10,211
24114,24114,24114,71651472,2,45,1,1,3,1,1,2,5,151,1,3,0,2,1,0,0,1,1,2,0,0,171
24115,24115,24115,67555956,1,35,3,1,2,3,3,1,5,126,3,3,0,1,1,0,0,0,1,0,1,10,114
24116,24116,24116,21454408,2,67,2,3,1,2,1,1,5,115,1,3,0,1,1,1,0,1,1,2,1,10,114
24117,24117,24117,32411941,2,68,4,1,1,1,3,3,5,116,1,2,0,2,0,0,0,1,1,2,1,20,134
24118,24118,24118,62732080,1,62,3,1,2,3,1,1,5,189,3,1,0,2,0,0,0,0,1,2,0,0,211
24119,24119,24119,12361884,1,33,2,1,2,3,2,3,5,170,5,1,0,0,0,0,0,2,1,2,1,25,215
24120,24120,24120,67814478,2,54,1,1,1,3,3,1,5,178,4,1,1,1,1,0,2,1,1,0,1,20,118
24121,24121,24121,76511582,2,25,4,2,3,1,2,2,5,5,3,2,0,1,0,0,1,2,1,0,1,10,141
24122,24122,24122,20890015,1,51,2,3,1,3,1,1,5,97,3,2,0,2,0,0,0,1,0,0,1,25,225
24123,24123,24123,52042304,2,68,1,4,2,3,2,1,5,89,1,1,0,0,1,1,0,1,0,2,1,25,197
24124,24124,24124,16522125,1,50,2,1,3,1,3,3,10,23,5,2,0,1,0,0,0,1,1,0,1,30,137
24125,24125,24125,11753644,2,54,2,3,3,2,3,3,2,182,2,2,0,2,1,1,0,1,1,2,1,30,236
24126,24126,24126,27552443,1,19,1,4,3,3,3,2,4,156,3,1,0,0,0,0,1,2,1,0,0,0,117
24127,24127,24127,1255308,1,22,4,2,2,4,3,3,5,168,5,1,0,2,0,0,0,0,1,2,1,5,208
24128,24128,24128,92122990,2,54,3,1,1,3,3,1,5,173,2,2,0,2,0,0,0,2,1,2,0,0,215
24129,24129,24129,63609360,2,41,1,1,1,4,3,2,5,135,1,3,0,2,1,1,1,1,1,1,1,20,234
24130,24130,24130,11896051,2,33,1,1,2,3,2,1,5,181,2,2,1,2,0,0,0,1,0,2,1,10,203
24131,24131,24131,97713725,1,52,4,3,2,2,1,2,5,101,2,2,1,2,1,1,0,1,0,2,0,0,121
24132,24132,24132,77803004,1,48,4,2,1,4,2,1,5,78,3,2,1,0,0,0,0,1,1,2,1,10,132
24133,24133,24133,79939236,2,23,1,3,2,1,3,4,5,13,3,3,0,2,0,0,0,1,1,2,1,25,229
24134,24134,24134,57885927,2,35,3,4,1,3,2,1,5,59,2,2,1,0,0,0,0,1,1,2,0,0,230
24135,24135,24135,43750388,2,56,3,1,1,3,2,3,5,144,3,1,1,1,0,0,0,1,0,2,1,5,167
24136,24136,24136,74517609,2,58,4,1,4,3,3,1,5,209,1,1,0,2,1,0,1,1,1,2,0,0,117
24137,24137,24137,19755257,2,61,4,3,1,3,3,4,5,58,2,2,2,2,0,0,0,1,0,1,1,10,212
24138,24138,24138,97047079,1,27,4,4,4,3,3,1,5,174,1,1,0,1,0,0,2,1,1,0,1,10,147
24139,24139,24139,83746158,2,38,2,1,1,2,2,1,5,73,1,3,0,1,0,0,0,1,0,2,0,0,105
24140,24140,24140,5029880,2,62,4,1,2,1,2,3,5,80,1,1,0,2,0,0,0,0,1,2,1,10,166
24141,24141,24141,80090659,2,58,3,1,1,1,3,3,5,105,1,2,1,0,0,0,0,1,1,0,1,20,135
24142,24142,24142,91605129,2,65,3,4,3,3,2,1,5,220,3,1,2,0,1,1,0,0,1,2,0,0,230
24143,24143,24143,30245395,2,20,3,3,4,2,3,2,5,184,5,2,0,1,0,0,0,0,1,0,1,10,244
24144,24144,24144,32440997,1,54,3,3,4,3,1,3,5,163,4,3,0,1,1,0,0,0,1,1,1,25,145
24145,24145,24145,49797840,2,29,4,4,3,1,1,4,5,110,1,1,0,2,1,0,0,2,1,0,1,10,141
24146,24146,24146,20191624,2,56,2,1,3,3,1,2,5,93,1,2,0,2,0,0,0,2,1,2,1,25,138
24147,24147,24147,26976212,2,42,2,2,2,2,1,1,5,70,2,2,0,1,1,1,0,0,1,1,1,20,245
24148,24148,24148,2818133,2,48,3,1,4,1,1,3,5,91,2,2,1,1,0,0,1,1,1,2,1,20,150
24149,24149,24149,80548065,2,38,3,4,2,3,3,1,5,92,2,1,0,1,0,0,1,1,0,0,0,0,158
24150,24150,24150,42330302,1,31,4,1,2,3,1,1,5,126,2,1,0,1,0,0,0,1,0,2,1,20,208
24151,24151,24151,24788476,2,63,1,3,3,4,1,3,5,131,1,1,1,0,0,0,0,2,0,2,1,5,161
24152,24152,24152,99677342,2,23,2,1,1,1,2,2,5,49,1,2,1,0,0,0,1,2,0,2,1,20,240
24153,24153,24153,99919581,2,52,3,1,1,1,2,3,5,155,1,1,0,0,1,1,0,1,1,0,1,10,208
24154,24154,24154,23965614,1,21,4,3,4,2,1,1,5,37,2,2,1,2,0,0,1,1,0,2,1,25,197
24155,24155,24155,12276152,2,28,1,4,3,1,3,2,5,29,5,2,0,1,0,0,0,0,1,0,1,20,162
24156,24156,24156,9773737,1,32,4,2,2,3,1,1,5,62,3,1,0,1,0,0,0,1,1,2,0,0,164
24157,24157,24157,76199311,2,31,2,1,1,3,3,4,5,75,1,3,0,2,0,0,0,1,1,0,1,10,227
24158,24158,24158,89597477,2,36,4,2,1,2,2,2,5,68,2,2,0,1,0,0,0,2,1,0,1,20,181
24159,24159,24159,52121640,1,18,3,4,3,4,3,3,5,214,2,3,0,1,0,0,0,1,1,2,1,25,143
24160,24160,24160,37617666,2,24,4,1,1,4,3,1,5,128,1,2,1,1,1,0,0,1,0,2,1,10,208
24161,24161,24161,19669579,1,22,1,1,3,4,3,2,5,18,2,1,0,0,0,0,1,2,1,2,1,20,220
24162,24162,24162,86443657,1,61,1,4,2,3,3,2,5,74,2,1,0,2,1,0,0,0,0,2,1,5,205
24163,24163,24163,7510938,2,67,1,1,3,1,1,3,5,191,5,1,1,0,1,1,0,1,1,2,1,10,223
24164,24164,24164,83626746,2,40,4,1,3,3,3,1,5,133,2,1,0,2,0,0,0,0,0,0,0,0,181
24165,24165,24165,63463657,2,27,4,4,3,3,3,2,5,136,2,1,0,0,0,0,0,1,1,2,1,25,233
24166,24166,24166,60516734,2,49,2,2,1,3,3,1,5,176,5,3,1,1,1,0,0,0,0,2,0,0,176
24167,24167,24167,51805744,1,50,3,2,2,3,1,1,5,161,5,2,0,0,0,0,0,2,1,2,0,0,132
24168,24168,24168,81013500,1,31,4,1,1,2,1,3,5,1,1,2,0,2,1,0,0,0,1,1,1,10,238
24169,24169,24169,68443214,1,32,1,1,3,4,2,3,5,130,3,1,0,2,1,0,2,0,1,1,1,5,128
24170,24170,24170,31279387,1,42,1,4,1,3,2,3,5,106,2,1,1,1,0,0,0,0,1,1,1,20,162
24171,24171,24171,52238060,2,66,2,3,1,4,1,1,5,205,2,2,0,0,0,0,0,1,0,0,0,0,175
24172,24172,24172,57890285,2,57,4,4,2,3,2,1,5,69,2,1,0,2,0,0,0,1,1,2,1,30,171
24173,24173,24173,30826285,2,29,4,1,1,3,2,1,5,101,1,2,0,2,0,0,1,0,1,2,1,20,173
24174,24174,24174,93447890,1,52,3,3,3,3,2,4,5,22,2,2,0,0,0,0,0,1,0,2,1,20,181
24175,24175,24175,84067015,1,18,3,1,3,4,3,1,5,16,1,1,0,0,0,0,0,1,1,2,1,20,168
24176,24176,24176,32163305,1,34,1,1,4,3,1,4,5,150,2,1,0,0,0,0,0,1,1,0,0,0,131
24177,24177,24177,38973665,1,45,3,2,4,4,2,4,5,215,5,1,0,1,0,0,0,2,0,2,1,15,146
24178,24178,24178,98760082,2,61,1,3,1,4,2,3,5,130,2,3,2,1,0,0,0,1,1,2,1,10,139
24179,24179,24179,26763367,1,26,4,3,1,3,3,4,5,37,4,1,1,1,0,0,0,1,1,2,0,0,232
24180,24180,24180,81768358,2,47,1,1,3,2,2,1,5,37,3,1,2,0,1,1,0,1,1,0,0,0,120
24181,24181,24181,41518052,1,22,4,1,2,2,3,4,5,62,2,1,0,2,1,0,0,0,1,1,0,0,205
24182,24182,24182,8287190,1,34,3,2,2,3,1,1,5,151,2,1,1,0,0,0,1,1,1,0,1,5,215
24183,24183,24183,44211469,2,70,2,1,2,2,3,2,5,135,1,1,0,0,0,0,0,2,1,2,1,40,208
24184,24184,24184,9761834,1,61,1,4,3,2,3,2,5,76,2,3,1,2,0,0,0,0,1,2,0,0,213
24185,24185,24185,23317634,1,27,3,2,3,2,2,3,5,158,1,1,1,1,0,0,1,2,1,2,1,10,160
24186,24186,24186,63586381,2,30,4,3,1,2,1,3,5,182,2,3,2,2,0,0,2,1,1,1,0,0,128
24187,24187,24187,87879154,1,24,3,3,4,3,1,4,5,59,2,1,0,1,1,0,0,1,1,0,1,10,158
24188,24188,24188,28422811,2,66,3,1,3,4,2,1,5,209,1,3,1,2,0,0,0,1,1,2,1,25,250
24189,24189,24189,98322313,1,38,1,3,2,2,3,1,5,81,2,2,1,1,1,0,0,1,0,1,1,20,129
24190,24190,24190,46251143,1,62,4,3,2,4,1,1,5,188,3,1,1,2,1,0,0,0,1,1,1,10,189
24191,24191,24191,27481216,1,39,2,1,1,3,1,1,5,49,2,2,1,2,0,0,0,0,0,2,0,0,188
24192,24192,24192,38842277,1,41,4,2,2,3,2,2,5,103,1,1,0,1,1,0,1,1,0,0,0,0,126
24193,24193,24193,74140165,2,62,1,3,4,4,2,4,5,206,3,1,0,2,0,0,0,1,0,0,1,25,163
24194,24194,24194,68441155,2,59,3,1,1,3,3,3,5,79,3,1,0,1,1,0,0,2,1,2,1,10,239
24195,24195,24195,93243575,2,40,2,1,1,4,1,1,5,68,3,1,0,2,0,0,0,1,1,0,1,25,215
24196,24196,24196,26752706,1,63,3,1,3,4,2,1,5,148,1,1,2,0,1,0,0,0,0,1,0,0,235
24197,24197,24197,30345585,2,23,2,1,4,3,1,1,5,38,3,2,0,0,1,0,0,2,0,2,1,25,213
24198,24198,24198,29382651,2,29,2,4,3,4,2,3,5,2,2,3,0,0,0,0,0,0,0,1,1,25,120
24199,24199,24199,99646730,2,41,4,3,3,3,1,1,5,114,1,1,0,2,0,0,0,2,1,2,0,0,209
24200,24200,24200,74443716,1,24,2,3,3,2,1,2,5,64,1,2,0,0,1,1,0,1,1,0,1,20,175
24201,24201,24201,22888102,2,27,3,3,3,3,2,1,5,212,1,2,0,2,0,0,0,1,0,2,1,10,200
24202,24202,24202,84573113,2,38,3,2,2,1,3,1,5,166,2,2,0,0,0,0,0,1,1,0,1,10,140
24203,24203,24203,89201683,2,31,2,1,2,2,2,2,5,84,3,2,0,0,0,0,0,0,1,2,1,25,211
24204,24204,24204,27295528,1,65,4,3,2,1,2,1,5,194,2,1,0,1,0,0,0,0,0,2,1,20,150
24205,24205,24205,9108240,2,65,4,4,1,2,2,1,5,97,1,2,0,2,1,0,1,1,1,2,1,20,230
24206,24206,24206,41759819,2,53,3,1,1,3,2,2,5,58,2,3,0,2,0,0,0,1,1,2,1,10,163
24207,24207,24207,86642588,1,68,3,2,2,4,2,1,5,27,1,1,0,1,0,0,0,1,0,0,1,30,150
24208,24208,24208,626696,2,41,2,1,3,1,2,3,5,27,4,2,0,1,0,0,0,1,1,1,1,20,133
24209,24209,24209,57579839,1,22,3,4,4,2,1,4,5,162,1,1,1,2,0,0,0,0,1,2,1,25,136
24210,24210,24210,9789692,1,51,2,4,4,1,1,1,5,15,3,1,0,2,0,0,0,2,0,0,0,0,233
24211,24211,24211,91729179,2,43,1,4,3,1,3,1,5,28,2,2,0,0,1,1,0,2,0,0,1,5,112
24212,24212,24212,74139707,2,31,3,1,1,1,1,1,5,216,5,1,0,2,1,1,0,1,1,0,0,0,219
24213,24213,24213,35533931,1,54,1,1,1,4,1,2,5,163,4,1,0,0,0,0,0,0,1,2,1,40,186
24214,24214,24214,89732867,2,26,2,3,3,1,1,2,5,21,2,1,0,2,0,0,0,1,0,2,1,40,193
24215,24215,24215,91188003,1,41,3,1,1,1,3,2,5,69,1,2,0,1,1,0,2,1,0,1,1,25,233
24216,24216,24216,51117575,2,22,3,1,3,3,3,1,5,13,2,1,0,1,1,1,0,1,1,2,1,25,185
24217,24217,24217,95058657,2,27,2,2,4,1,2,1,5,114,2,1,0,2,0,0,0,1,1,2,1,5,117
24218,24218,24218,3065816,1,48,2,2,1,3,2,1,5,103,2,2,0,0,0,0,1,0,0,2,0,0,164
24219,24219,24219,79503684,2,33,2,3,1,4,2,2,5,3,2,1,2,1,0,0,1,1,0,2,1,5,194
24220,24220,24220,20468362,2,26,1,2,3,3,3,4,5,208,3,2,1,1,0,0,0,1,1,0,1,10,245
24221,24221,24221,54320835,1,36,4,1,4,3,2,1,5,3,2,2,1,2,0,0,0,1,0,0,0,0,172
24222,24222,24222,84912408,2,28,4,2,4,3,3,1,5,170,2,2,0,2,1,1,0,1,1,0,0,0,166
24223,24223,24223,40733810,1,55,2,3,3,2,2,1,1,126,5,1,1,2,0,0,0,0,1,2,0,0,119
24224,24224,24224,8834770,2,52,1,3,2,3,3,1,5,110,3,1,0,2,1,0,1,0,1,2,1,30,101
24225,24225,24225,96726943,1,47,4,1,1,4,1,1,5,1,3,2,0,2,0,0,0,1,0,2,1,10,237
24226,24226,24226,2811077,2,35,4,3,1,4,1,2,5,172,3,3,1,0,0,0,1,2,1,0,1,25,153
24227,24227,24227,95396563,2,68,4,2,1,2,2,1,5,200,1,1,0,1,0,0,0,1,1,1,1,10,165
24228,24228,24228,61092489,1,51,2,1,1,3,3,2,5,108,1,1,0,0,0,0,1,2,1,2,1,20,229
24229,24229,24229,45175305,2,47,4,1,3,2,1,2,5,202,1,3,1,2,0,0,0,1,0,0,1,5,148
24230,24230,24230,64873989,2,67,2,1,1,3,2,1,5,196,2,1,0,0,0,0,0,0,1,2,1,25,104
24231,24231,24231,26036341,2,29,4,4,1,3,1,2,5,83,2,1,0,1,0,0,1,0,0,2,1,30,147
24232,24232,24232,7398116,1,25,1,3,4,2,2,2,5,123,3,2,1,1,0,0,1,1,1,2,1,20,180
24233,24233,24233,6831182,1,44,4,1,3,3,2,1,5,4,2,2,0,0,1,0,0,1,0,1,0,0,205
24234,24234,24234,12664176,2,48,4,4,3,2,3,2,5,202,3,2,1,1,0,0,0,1,1,2,0,0,122
24235,24235,24235,37750191,1,37,3,1,3,4,2,1,5,215,3,2,1,1,0,0,0,1,1,2,1,20,247
24236,24236,24236,12185017,1,43,4,3,1,3,2,1,5,19,2,2,0,0,1,0,0,0,1,1,1,10,191
24237,24237,24237,77422783,1,68,1,1,4,2,1,2,5,97,3,2,1,2,0,0,1,1,0,0,1,25,205
24238,24238,24238,26897022,2,33,3,3,2,3,2,3,5,41,2,2,0,1,0,0,0,1,0,2,1,5,139
24239,24239,24239,71438831,2,47,1,4,2,3,1,3,5,182,2,3,0,1,0,0,2,1,1,2,1,5,232
24240,24240,24240,94429615,2,41,1,2,3,4,1,1,5,144,3,1,1,2,1,0,0,1,1,0,0,0,234
24241,24241,24241,89022175,1,35,2,3,1,1,3,3,5,172,3,2,1,1,1,0,1,1,1,1,0,0,208
24242,24242,24242,58410291,2,62,2,3,2,3,1,1,5,83,2,1,1,2,0,0,0,0,1,2,1,25,209
24243,24243,24243,35585309,2,62,3,4,4,3,3,2,5,10,5,2,1,2,0,0,1,0,0,2,1,15,232
24244,24244,24244,92182990,1,48,3,2,1,2,2,1,5,161,1,2,1,2,0,0,1,1,1,2,1,20,124
24245,24245,24245,18176203,2,27,1,1,2,2,3,1,5,132,2,1,0,2,0,0,0,2,1,2,1,20,249
24246,24246,24246,13921472,1,25,3,3,1,3,1,4,5,1,2,1,1,1,0,0,1,1,1,0,1,10,208
24247,24247,24247,92481309,1,35,3,2,1,1,2,3,5,24,1,1,0,0,0,0,1,1,1,2,1,15,231
